text,sentiment
"Fiercely and terribly the thunder-cloud of wrath had gathered on the brow of Gonzalvo de Cordova, as with heavy strides he paced his private cabinet about a month after Ruvo’s capture.",anger
"turning in sudden, unlooked-for wrath to the big man lounging near him.",anger
"Half in anger, half in anguish, he cried, ""Hast thou found me, O mine enemy?""",anger
"Being thus addressed by him her eyes were reddened with ire, and she spake these harsh words unto the truthful Lakshmana saying ""O cruel one!",anger
"Hence unprecedented is my wrath, towering above my patience; and great and fierce also is the hostility I have conceived against Rāma.",anger
"Show me a thousand that hath done thee wrong, And I will be revenged on them all.",anger
"In the bitterness of his agony he struck his clenched hand against his forehead, uttering curses upon himself for his weakness, in one breath, and calling upon his God, in the next, to pardon him for his crime.",anger
"She was in a paroxysm of rage; her eyes flashed like the lightnings of the hills, and her beautiful arms were tossed above her head in impassioned imprecation.",anger
"In a high, cracked voice, Luke was yelling curses at the world.",anger
"He lurched round, and with beady eyes blinking with malice, said roughly: ""The fool is known by his folly.""",anger
"I will carry her to the widow's; she must take care of her, and show me Martial, or I will break everything--I will kill everybody!",anger
"I will plunge you all into darkness; I will put out the sun; I will turn the sea topsy-turvy; I will dash the earth into a thousand pieces.""",anger
"He let go at once, cursing, and looked as if he would willingly stab me if he dared.",anger
"he shouted, hysterically, and then dropped like a log into a chair.",anger
"The girl snatched her hand away and arose, furious with passion, crying:",anger
"he howled in righteous indignation, and I was glad that the individual named, who just then came swarming over the rocks, puffing tempestuously, had not heard the fervent malediction bestowed upon his faithful person.",anger
"Once he had even, with an expression of fury in his face, taken her fox-like ear in his fist, smacked her, and said emphatically: ""Pla-a-ague take you, you pest!""",anger
"I'll get him, or it'll be the last thing I ever do!""",anger
"Trembling with anger she abruptly broke in, exclaiming, as her face grew crimson:",anger
"Highly exercised with ire, that ranger of the night became of ten countenances and twenty arms; his eyes were bloody and he appeared beautiful like unto blue clouds, being dressed in gold-hued apparel.",anger
"stormed he as Narkom, resenting that stigma upon the institution, puckered up his lips and looked savage.",anger
"In a few minutes he will run in here, and then, won’t I snap him up!”",anger
"Thus addressed by Krishna, Arjuna, casting his eyes on Yudhishthira, and breathing like an angry snake, said unto Govinda, ""I would cut off the head of that man who would tell me 'Give thy Gandiva to another person.'",anger
"Our chief, foaming at the mouth with rage and excitement, was screeching inarticulate blasphemy at the other mate, who, not knowing what was the matter, was yelling back all his copious vocabulary of abuse.",anger
"Mistress, replies the fellow, if that beast don't leave off soon, I shall run mad with rage, or else die; and so you'll see an honest Venetian lad killed by a French dog's howling.",anger
"You broke the glass, and if you say you didn't I'll make your wretched little life miserable.""",anger
"If this were a week earlier or a week later, I'd be tempted to--shake you!""",anger
Thereupon with his eyes reddened in anger the highly wrathful Kansa ordered the greatly powerful Chānura to fight with Krishna (7).,anger
"Him did Idas, wroth for his oxen, smite with a bronze spearhead, when from his watch upon Taÿgetos Lynkeus had seen them sitting within a hollow oak; for he of all men walking the earth had keenest eyes.",anger
Then King Solomon replied in great wrath: “What is at the bottom of this request that Abishag be given to Adonijah?,anger
"Bring them in,” he roared in a voice whose ascending tone indicated his growing amazement and wrath.",anger
"Then her mother flew into a passion, gave her a box on the ear, and cried out, ‘Does not even that prince please you, you fool?’",anger
"Do not try to go with your master or I'll cut off your head.""",anger
"Then said Abishai to David: God hath put thine enemy this day in thine hands, now I shall go and smite him through with my spear, and then after that we shall have no need to dread him.",anger
"shouted Tom Lambourne, whose fury was boundless, and who snatched up a capstan-bar.",anger
"They were ""full of wrath, and cried out saying--Great is Diana of the Ephesians.""",anger
"well, I will make This world thy field of blood, so buy it straight-way, For thou must hang there.",anger
"Hearing Vibhishana’s speech, Rāvana lord of Rākshasas, overcome with a mighty wrath, answered,—""O slayer of foes, to slay the sinful doth not cause sin.",anger
"Have I nourished you for this, you little snake, that you turn your poisonous teeth on me?""",anger
"White with rage he screamed to them to stop, and he hurled at them terrible threats of vengeance if he should overtake them.",anger
"Now you make yourself scarce, or take it from me, I'll just kill you, that's all.",anger
"They shall bear thee up in their hands, Lest thou dash thy foot against a stone_”; _Dan.",anger
"If ye don't, damn ye!--wall, my ole rifle's bright an' 'iled, an' I'll git ye!",anger
"you can go no further, because I and my cubs will tear you in pieces.""",anger
"Would I could bellow like enraged Buls, Whose harts are full of indignation, To be captiv'd by humaine pollicie!",anger
"Turning in his saddle, with his eyes fairly ablaze, he said: “Why, don’t you know?",anger
"She was raving; completely beside herself with anger, she dashed away the hand which Catharine laid on her shoulder, and sprang back from the touch of her enemy like an irritated lioness.",anger
"She reared; threw herself sidewise, bellowed with rage, staggered and fell to the ground.",anger
"Ye see, it snarled me all up so's I warn't my own master.”",anger
He's dat mad he's crazy--gits dat way sometimes--den purty soon he's fit to bust hisse'f wide open a-cryin'!,anger
"Henry twitched with ill-concealed indignation for an instant then answered calmly but with some passion, ""Between you and me, Jonathan, the bitch needs a taking down.",anger
"Anger and indignation filled the heart of the king; he went to his house ""heavy and displeased.""",anger
"O Rāvana, I shall throw thee headlong from this car, like unto a fruit from its stalk.",anger
"Then Roderick plunged in sheath his sword And veiled his wrath in scornful word: 800 ""Rest safe till morning; pity 'twere Such cheek should feel the midnight air!",anger
"Flush my scuppers, lad!” he roared in stentorian tones, as he turned the light of the lantern upon the pool of blood, “this 'ere sanguinary gore as dyes the deck bain't his'n at all.",anger
"Clamors loud I heard, and curses deep enough to swim in; And, pointing at me, one said: ""Let's put _him_ in.""",anger
"Now while Spitfire spake thus in wrath and sorrow of heart, the Lord Brandoch Daha fared fore and aft on the gangway about and about, as a caged panther fareth when feeding time is long overdue.",anger
"His face was red, his expression one of great anger, and without a greeting, he roared forth—",anger
"Tecumseh's eye flashed fire, as he replied, through the interpreter: ""Nothing can shake the determination of myself and my followers to insist upon the old boundary between your land and ours, before you made this purchase from the Miamis.""",anger
"I will kill you, therefore, that you may no longer frighten mankind!""",anger
"Let Fredom write in characters of fire, 'Who climbs my throne ascends his funeral pyre!'""",anger
"Redfield laughed again in a shrill, acrid way, and when I asked him to stop, jeered at me and bade me notice how faithful our besiegers were to their duty.",anger
"Hang me if I'd shake a whip at birch, for ox-yokes.--Polly, are ye thar?",anger
"Antip puffed out his cheeks, the fire roared and hissed, and the glow was reflected in the samovar.",anger
